cust_id,apply_amount,apply_dateDT
15805939839_p,10000.0,28
15811111272_p,25000.0,36
15838135592_p,7500.0,57
15858961863_p,2828.75,83
15918412896_p,21250.0,119
15927461221_p,24625.0,232
15962204438_p,66250.0,212
15975083491_p,7500.0,55
15986378874_p,41875.0,249
15989852605_p,12500.0,55
174176596-34874422,48750.0,184
18012771913_p,18750.0,221
18023083005_p,12500.0,168
18028730779_p,48750.0,119
18128175281_p,7500.0,120
18134416288_p,10500.0,242
18140658641_p,38750.0,118
18218855248_p,17500.0,41
18258779986_p,33875.0,120
1838344376_m,11250.0,28
18523172607_p,8750.0,242
18560036010_p,50000.0,180
18600970090_p,30002.5,88
18642093409_p,13250.0,150
18663730466_p,6875.0,180
18672758202_p,20000.0,242
18684965551_p,10000.0,96
18696134442_p,11250.0,120
18728380320_p,9125.0,253
18734739547_p,6250.0,104
18768107053_p,45000.0,33
18800006683_p,28750.0,212
18800110528_p,37500.0,33
18821952611_p,18750.0,57
18825196039_p,11250.0,237
18828075139_p,22500.0,207
18829290041_p,37500.0,212
18858093259_p,26250.0,27
18930478813_p,106250.0,231
1982daping,51250.0,207
2008大虎子,50000.0,41
216493440-183302,13750.0,40
21654251-669339,57500.0,34
219454150-902082,8750.0,243
225776262-113752,8000.0,193
255897757-774922,21250.0,241
260384897-958146,10500.0,55
289102320-296202,37500.0,35
2taylor,6250.0,117
308747574-843879,18750.0,40
332775882_m,5000.0,131
378284801_m,40000.0,174
384230580-92904793,20000.0,34
385414262-14721985,33750.0,34
451047846-858255,6250.0,36
451530377,35000.0,37
499397160-192374,13750.0,90
5369086-83194893,16250.0,32
543246138-342076,40000.0,117
605173379_m,21250.0,38
6156263-78125460,20000.0,212
62324362-74995695,30000.0,153
625122182_m,6250.0,39
691953156,62500.0,212
69608130-647631,17500.0,241
744347288_m,8750.0,117
754951824_m,37500.0,209
78311111_m,9818.75,84
893147676_m,17375.0,230
95729267-819739,48750.0,232
961490398_m,18750.0,248
96914_m,17500.0,28
99662651-925271,11500.0,241
C89995945,5137.5,96
GHT989_m,15000.0,118
LXL2WLT,51250.0,33
Mission009,15013.75,95
PUTAO101,30875.0,224
TC田充,5025.0,87
ZY807171550,13500.0,119
a582171729,40000.0,37
adkald,16625.0,238
alchemy,35750.0,248
anka39,8750.0,350
biancongyy,42500.0,116
blife18,11375.0,36
cc990430,17500.0,35
chenxi514023654,15000.0,34
djr177,11375.0,41
dsq8928,13625.0,117
dzf_love,8902.5,71
erwahuang117,6250.0,39
ew9936,25000.0,60
gaokun870627,7500.0,36
gesangmo_m,62500.0,120
haiyyy,47500.0,230
haomengshuang,61875.0,33
heathre_m,27500.0,211
heyanconnie,13750.0,40
idfashion,11250.0,28
jacky667,16125.0,101
jd_4017e2a33a02c,28750.0,56
jd_401baa68ef1b3,37500.0,28
jd_40261bcaa7803,28750.0,28
jd_40365c8c582b1,4331.25,87
jd_403d6113391d9,3750.0,65
jd_404df53f7ffef,17500.0,215
jd_4059c1f600eba,8500.0,244
jd_40aa80fc61e27,5000.0,75
jd_40b1b87ef0021,5168.75,104
jd_40b2ed7406554,7500.0,237
jd_40d5396d5e9ac,3750.0,237
jd_40d5c5d57c1cd,5000.0,368
jd_40dc567eb043e,3750.0,237
jd_40e0fc6bb2e45,5195.0,75
jd_41179bb79df55,10000.0,29
jd_411ba1a1fb789,6125.0,243
jd_413322df77672,35000.0,29
jd_4145f30834a0e,5026.25,103
jd_4146af7758f29,6250.0,260
jd_415509d33ad4a,7212.5,102
jd_4175dc481a7b3,8750.0,104
jd_41899fe958176,11250.0,36
jd_41dcb69b0b0af,14387.5,203
jd_41f88e18975b0,6250.0,89
jd_42290c4240fb0,8750.0,362
jd_4233fe3f74032,8875.0,240
jd_4268b1c89e2e1,7500.0,120
jd_4293a185f7f42,12875.0,92
jd_4293f4be1d15b,3750.0,239
jd_42a72af2d6ccc,42500.0,118
jd_42ac49713f895,6125.0,238
jd_42cc8ee0db39d,6125.0,214
jd_42d109af6604c,12500.0,241
jd_430a0956bd509,17500.0,221
jd_43528998e1e52,13750.0,248
jd_4357092a47916,38750.0,118
jd_435843aac98eb,17500.0,37
jd_4373a497a8f9d,12500.0,30
jd_437c6efbdff5a,8750.0,96
jd_43b551d73fdf0,30000.0,207
jd_43b6e94e2d24b,7500.0,88
jd_43c4ca087fa35,63750.0,279
jd_43faa651dc7ef,3750.0,221
jd_442cdc60ae873,7500.0,250
jd_448a74dc116b3,15000.0,37
jd_448b2b4d14f8e,30000.0,306
jd_449a38d3b1a11,20000.0,174
jd_44cb0a710e99e,17500.0,32
jd_450ea7f7f0fc2,2500.0,244
jd_452160f849708,7500.0,84
jd_4527a5965ed38,13750.0,177
jd_455fd1eaa3bd9,3375.0,238
jd_45b39cdbffaa0,5658.75,70
jd_45fe0a5342cd4,66250.0,34
jd_460659aea2d54,6250.0,37
jd_464799f4ebb4d,47500.0,238
jd_467ba1b5fd1fa,12500.0,200
jd_46b5b83e08ad2,8506.25,95
jd_46cc7334f2269,12500.0,56
jd_46ec2513bf4dc,39125.0,248
jd_472a44dab072f,18750.0,101
jd_472d45bd04c54,20000.0,65
jd_472ee41255e98,27500.0,37
jd_473c9ada07ea1,3750.0,239
jd_4754c03016a1c,8750.0,96
jd_475c2a86f367b,7387.5,95
jd_475e01bb9450d,8875.0,221
jd_475e3af4e849e,5887.5,96
jd_4778e85a84650,12343.75,88
jd_47a832236837b,12000.0,237
jd_47debe9e0ed35,10500.0,248
jd_47f1c4a39ac40,31250.0,36
jd_4834eaeaa778b,11883.75,69
jd_48a414f1d5143,12250.0,41
jd_48bfd541dcfc0,6250.0,241
jd_48cac3b52677c,12500.0,221
jd_48ecca8fb1366,28750.0,36
jd_48f963c8d247d,17500.0,56
jd_49083deb0ee56,43750.0,120
jd_4909938836812,10000.0,116
jd_491ef38001ab6,10750.0,88
jd_493bdeafdd5e0,9887.5,71
jd_49c051c48adf4,37500.0,117
jd_49c07581bfded,21250.0,241
jd_49d8a4153a095,32500.0,40
jd_49e797bfc38a4,10000.0,60
jd_4a400fd964235,37500.0,209
jd_4a56738b22c32,15000.0,118
jd_4a8990cea58af,20000.0,29
jd_4aa37ff95bdaa,18750.0,31
jd_4ac1e46208ecf,22500.0,28
jd_4afe1fcb8b3a2,4500.0,237
jd_4b0e5365d9ba2,55000.0,34
jd_4b230d9bb9104,19250.0,361
jd_4b3ba27ba8028,11250.0,119
jd_4b4fc6f72dc1b,26250.0,33
jd_4b54a3a5971a3,33750.0,29
jd_4b967e28f2c9c,13750.0,238
jd_4be8afa49850e,25000.0,208
jd_4c10d3819b306,8750.0,356
jd_4c348008a301a,3375.0,249
jd_4c5fb861f4b50,5000.0,113
jd_4c7ae132cf8ab,19250.0,38
jd_4cad244f9c46d,3765.0,103
jd_4cb463ca7525c,22500.0,56
jd_4cb866fe00596,20250.0,56
jd_4cc0ccf39cbe0,10120.0,76
jd_4ce08e6cf4c5f,24001.25,96
jd_4ce093da4fd9f,26250.0,177
jd_4d08dd379b788,16500.0,27
jd_4d14becaa5a45,8750.0,36
jd_4d3844012dce8,15000.0,28
jd_4d402f21c7e4d,3750.0,243
jd_4d41648737bf4,6125.0,242
jd_4d560c1bc2c29,8750.0,254
jd_4d67d7448c89b,3750.0,242
jd_4d727af854895,22500.0,239
jd_4da98f7f413a6,21250.0,29
jd_4dab05d32d313,32875.0,238
jd_4dab7e3f8e944,36250.0,119
jd_4dab8e1692fb6,8750.0,261
jd_4daf38e5e414b,22500.0,36
jd_4dd1889e8a2e3,7500.0,241
jd_4ddd1499c9e4b,18750.0,40
jd_4de6116f54fd4,6000.0,56
jd_4e0c839b6d9f9,15000.0,221
jd_4e1a1ba83bfb6,8750.0,258
jd_4e1bd195e0e65,33750.0,34
jd_4e408a64a8478,16250.0,221
jd_4e4962329613b,30750.0,248
jd_4e8b2bb89c690,8750.0,56
jd_4eec7d2fd2a90,16250.0,350
jd_4f75953f92e89,11250.0,238
jd_4fa3eb357eeec,11250.0,162
jd_500d37d9d3173,17500.0,116
jd_504402574478f,5000.0,241
jd_504e2d3a3088c,17500.0,116
jd_50509a12b7d82,33750.0,29
jd_50a76ae6a9186,18750.0,27
jd_50dccfaf47b52,18000.0,248
jd_50de678ac3a4c,15750.0,244
jd_510c461dab733,5875.0,96
jd_51197614f3ee5,6125.0,241
jd_512685847e966,3750.0,41
jd_514257744994c,11250.0,36
jd_5148dd083e30a,7500.0,222
jd_515401841810d,26250.0,28
jd_521ecf6c03743,7500.0,241
jd_5235678f9e3e6,7500.0,232
jd_5265a942e62c2,1500.0,103
jd_5266f1f79c4de,26250.0,258
jd_5274aa92cf507,11250.0,29
jd_529b63cb33b4b,25625.0,210
jd_52f1ebdfc689a,25000.0,28
jd_53074bceb8add,50000.0,40
jd_5398673cc1b04,8750.0,241
jd_539bfd5bfdfea,7500.0,238
jd_53a1313e7cf8b,20000.0,118
jd_53bad63a792e0,13750.0,32
jd_53ddab5e8d0e2,17500.0,229
jd_53fb3b3155470,3750.0,243
jd_5402bcde75c1a,7867.5,89
jd_5425e63ea20a1,22750.0,241
jd_54287a9743e2c,5000.0,238
jd_5446ee1363bff,6125.0,238
jd_5466b68cd70ba,6250.0,237
jd_548dd30acb1be,5000.0,362
jd_54ba651a23ac2,6250.0,266
jd_54bc0ae1778d7,21625.0,212
jd_54d2bc8319876,7500.0,228
jd_54fb2efc1ac17,8500.0,173
jd_55005d6355769,17500.0,29
jd_551f2395a0281,45000.0,40
jd_5559b6a0027e9,11250.0,241
jd_5582bccab373d,7500.0,39
jd_55a8ae59352de,40000.0,314
jd_56003741d05e8,13750.0,33
jd_563d25423da8a,6125.0,237
jd_564033961674f,6250.0,206
jd_56465dfce1ad4,21250.0,239
jd_565325ad31548,46500.0,207
jd_5659a7983d7ce,25000.0,28
jd_567efb54f297f,25250.0,238
jd_56d9322deb208,61250.0,32
jd_56e3cf4d15aed,10000.0,344
jd_56f792d1a654b,17500.0,119
jd_57362b8fd1b15,13765.0,203
jd_574167555c5f9,13750.0,226
jd_57427668e66ca,3927.5,72
jd_5772739faeac6,41250.0,119
jd_57836229fb99b,21250.0,117
jd_57deb6a738051,8750.0,251
jd_5838e1ea39a07,2705.0,72
jd_5861afb6b94a5,5000.0,231
jd_5875767269af1,18750.0,29
jd_58908f6bd64d0,15875.0,33
jd_5892d5dda5d7f,6375.0,105
jd_58955d7375633,10000.0,36
jd_58d255d1e5705,6000.0,106
jd_58d7b83024951,10000.0,262
jd_58ed8b1b4c18e,11000.0,326
jd_5911c1d7f720f,7500.0,35
jd_591cc6a0d4f40,52500.0,119
jd_592a8e9a4ee06,37500.0,33
jd_5949d7e2b56d4,67500.0,35
jd_5962bbea6d6e3,5000.0,254
jd_59be28e668ba9,26250.0,40
jd_59e2978c09e77,11000.0,36
jd_5a33fb137d728,10000.0,208
jd_5a417925c60b1,6650.0,67
jd_5a7a1e634e07a,6250.0,241
jd_5a9ac7e4b031e,19125.0,212
jd_5b181315411f6,15000.0,28
jd_5b1fec8d024dd,10000.0,30
jd_5b97a09b7eda0,17500.0,30
jd_5bbb4cc2be1ad,6125.0,238
jd_5bd461bf8e3e9,6250.0,362
jd_5bf5f2c27cf2a,8125.0,241
jd_5bf87a5679d7e,3750.0,239
jd_5c0088b718536,18500.0,223
jd_5c3229ffa6e17,7500.0,231
jd_5c79f765dcd1f,5013.75,95
jd_5c856c132525b,18750.0,28
jd_5c8fc29571964,1262.5,97
jd_5c9d626ce0e71,6250.0,98
jd_5d37085541314,21250.0,38
jd_5d54692e553f5,15000.0,40
jd_5d6e76ba76195,21250.0,259
jd_5d8cc26169c97,5625.0,82
jd_5db320d0b0b48,10041.25,79
jd_5dbe9d73b7011,25000.0,245
jd_5ecce92153d10,3000.0,238
jd_5ed21e5b67a63,25000.0,238
jd_5ed49289186e2,11250.0,238
jd_5eda7a8e14fa0,7500.0,71
jd_5ee96002ceab5,6337.5,106
jd_5f42e4ec75c85,21250.0,119
jd_5f704e2efb752,6872.5,71
jd_5f79c3ef091b8,6250.0,244
jd_60070a6127ee4,13750.0,248
jd_602325a8e7c2d,28750.0,29
jd_60468ebfa52b7,12875.0,234
jd_60580d08e321d,46250.0,117
jd_605e4d5f5e9bb,25000.0,33
jd_6076db41c450f,6250.0,32
jd_608b312a316a8,26250.0,40
jd_60c4f64cdeadd,7500.0,102
jd_60cdc09061107,20637.5,96
jd_60d51b3866d43,13750.0,36
jd_60f6ca4ffd94a,6250.0,237
jd_611fae2a0c2f8,12500.0,97
jd_614c52d590243,18750.0,28
jd_616cfe7e99b1f,7500.0,241
jd_61ac4fe0a1b39,8750.0,237
jd_61b5ef423a364,14500.0,248
jd_61ed923889f8e,8750.0,235
jd_6242ed0e2faba,6250.0,241
jd_625b669aeb7a6,13875.0,253
jd_62f4197179b2d,25000.0,119
jd_62fd8fc956940,1512.5,103
jd_6302b7a6aec2b,11000.0,157
jd_63200f7e25ff4,3422.5,69
jd_63309a2e313df,6250.0,97
jd_634bd6a562f1b,22500.0,210
jd_63af02620161b,32500.0,119
jd_63b1dce394563,6125.0,238
jd_642230fd78796,20000.0,201
jd_646487825f21c,6250.0,241
jd_647762825db2e,8750.0,37
jd_648a415893843,31250.0,34
jd_64935898e71ab,7875.0,125
jd_64b0f5d5157dc,7500.0,33
jd_64d88623f9f99,7250.0,241
jd_64e24fda051d8,20000.0,137
jd_64e37cf90e4b4,3750.0,239
jd_64f56c3adc412,7323.75,68
jd_6523f1e642080,6250.0,104
jd_653f066cf122f,26250.0,212
jd_657f45501a1ed,6250.0,313
jd_6583063902a7d,3750.0,242
jd_6596680d5f76d,26250.0,56
jd_65b31d6554748,18750.0,117
jd_65c258b7b399a,43750.0,56
jd_65d386312c328,3750.0,242
jd_65d8d6916f7bb,10500.0,242
jd_65e433b17b03e,17500.0,35
jd_65f1ea3476880,4521.25,72
jd_66080213ef902,35000.0,231
jd_668232f23fe1b,15500.0,264
jd_66977175c056f,6125.0,237
jd_66c79bbc92470,57500.0,119
jd_671a3c4a31aef,12000.0,119
jd_67312398d8070,30000.0,119
jd_6734797aa2ffa,55000.0,35
jd_673c811cf2372,41250.0,28
jd_673fa4b5c59c8,3091.25,97
jd_6759387ba730f,3750.0,239
jd_67846096bceb4,11480.0,95
jd_67a495ff279c9,22500.0,210
jd_67ca758b79605,32500.0,101
jd_67d3fb3d9cd52,67500.0,41
jd_67f57926f4e01,17500.0,118
jd_68289a2508c82,8750.0,241
jd_682deae9ad816,5000.0,239
jd_687e98be50dfa,7500.0,237
jd_68f3bf7f2c232,6250.0,37
jd_691aa90056fe5,21250.0,36
jd_69250d078c310,18750.0,112
jd_6936f2c994753,7875.0,239
jd_69ba1e033ca8f,10000.0,27
jd_69d133bd327b2,8750.0,136
jd_69d9dce6a9f00,27500.0,56
jd_69f5fce53af52,16250.0,238
jd_6a9783d2559e4,9563.75,83
jd_6aa7b987e0cbc,7500.0,223
jd_6aa7fc0476c8d,28750.0,210
jd_6aa92c11cc424,22500.0,28
jd_6ac69270eadc9,11375.0,25
jd_6ae594c22473a,37500.0,38
jd_6aea3c60f7b06,7500.0,92
jd_6b0a3f8abdae5,2500.0,239
jd_6b2807864ec47,36250.0,183
jd_6b6480fff5193,7500.0,236
jd_6b68034f6a6df,18750.0,41
jd_6b847ac3a0472,35000.0,34
jd_6ba4137884b64,40000.0,120
jd_6baef2b64adb9,7500.0,95
jd_6bb29ae54e88c,11875.0,237
jd_6bb5b44acc39b,8750.0,66
jd_6bb5c3bb13762,37500.0,119
jd_6bdf0f85c622b,10000.0,237
jd_6bee3bf3e4379,17500.0,40
jd_6befbb9bc0229,10000.0,55
jd_6bf33d5fb45bd,10000.0,37
jd_6c2845e51bf70,7000.0,238
jd_6c4d7061c1bed,5000.0,350
jd_6c7e097cad23f,10500.0,117
jd_6c96ad3ffca20,35000.0,65
jd_6c9c0b584d1ab,15000.0,56
jd_6ca0e2debdfff,7500.0,123
jd_6ca4a469dba74,13125.0,208
jd_6ce317d07bbae,5000.0,96
jd_6ced069bf7b66,25000.0,241
jd_6d05ef485a192,8750.0,74
jd_6d425bbc44235,3750.0,117
jd_6d592bece0dc8,12500.0,232
jd_6d71c4efbb088,2500.0,253
jd_6d8b19bb7ba2f,31250.0,210
jd_6d9e5bdf6e442,12500.0,273
jd_6dbb8ea9cbc12,25000.0,34
jd_6dd867df27ceb,8012.5,97
jd_6e3f4dd6cdb0a,35000.0,66
jd_6e965635ed048,7500.0,238
jd_6e979bff33f79,25000.0,56
jd_6ecb7082e8a23,7250.0,238
jd_6ed1355487fb6,7500.0,243
jd_6ed3cc5cc49bd,62500.0,28
jd_6ed51b548c801,17000.0,36
jd_6ee1f16466790,6375.0,75
jd_6eeeabf6ae77f,32500.0,65
jd_6ef3d3c049186,22500.0,29
jd_6efcdd58892a1,26250.0,28
jd_6f07d7a4e1f5f,41250.0,118
jd_6f4259c78d194,8250.0,55
jd_6f45136adf00f,20000.0,212
jd_6f606b3eed698,7500.0,103
jd_6f881d81253f4,20000.0,29
jd_6f9a0e50774b0,40000.0,29
jd_700dc306a23f1,32500.0,183
jd_70433dc35cb3b,17500.0,181
jd_705183c134d09,6250.0,32
jd_705317e8a4a26,16250.0,249
jd_70b24abbe1a6e,9861.25,69
jd_70c0868a9c2be,6250.0,106
jd_716bd2dac23ad,15000.0,28
jd_7176d54341db6,21875.0,212
jd_71903d0fe18c5,11250.0,139
jd_719c76c9ec05b,16250.0,242
jd_71cc56f1d91aa,16250.0,33
jd_71f3dcdecc31c,6250.0,32
jd_72309c6ee7496,17500.0,236
jd_72455da7889b4,17750.0,241
jd_729b73d57e2f1,11250.0,56
jd_737055a437057,45000.0,118
jd_739b4d26c905f,13750.0,167
jd_73a02f02fbb0a,21250.0,224
jd_73bb247fe8d68,11276.25,73
jd_73c46d5e8a6e9,8375.0,185
jd_73eeef576f03d,13500.0,258
jd_73f9f3fdf8255,13125.0,101
jd_7426953f9d44e,18750.0,30
jd_742d1206d796d,7500.0,41
jd_74509b6ff4371,6250.0,39
jd_74688cc0e22b6,8750.0,232
jd_746e8f2520f2e,16250.0,35
jd_74afa47308eb4,12500.0,118
jd_7511867960c2e,22500.0,101
jd_751589d7d2e4e,8750.0,39
jd_75306c8de0779,10000.0,36
jd_753902d25be1c,25000.0,29
jd_7560bcc044a65,36250.0,39
jd_75863365ff0f3,13323.75,82
jd_759b30e1699c7,3750.0,237
jd_75b63d3a22b52,17500.0,259
jd_75d5f5ab90e90,33000.0,212
jd_75ea6cb4995a7,22500.0,30
jd_75f67fcb3cf9e,2842.5,206
jd_760d3ff071462,12500.0,224
jd_762700aedcc39,22625.0,65
jd_764551d0e0919,5000.0,236
jd_7674b2f5c08fd,18750.0,122
jd_7681416159567,2500.0,238
jd_768386ac199e8,9000.0,241
jd_7698dc5a60eaa,21250.0,39
jd_76a3cf8553573,3750.0,242
jd_77011287f9923,6262.5,102
jd_770c8922e914e,14250.0,203
jd_7717b309d4d71,3125.0,69
jd_77753a713ab62,66250.0,35
jd_77db17796105d,13750.0,34
jd_77ec9ef369305,12500.0,56
jd_7836b12826bde,9546.25,69
jd_784e31e2c662f,1552.5,80
jd_788645e2951c5,7500.0,253
jd_78916deab720d,27500.0,118
jd_789d8cb1b4f9a,15750.0,221
jd_78c7b1c9568d9,13750.0,262
jd_78cd495e8a8f4,31250.0,56
jd_78e8692bd1c7f,51250.0,118
jd_78e89f72b97b4,6250.0,41
jd_791068e747303,13625.0,36
jd_7917084934d22,27500.0,117
jd_7953c46a6dc45,5625.0,243
jd_7956fe77f311e,10000.0,237
jd_797cc1014eb6d,20000.0,56
jd_799c7657b612d,9625.0,242
jd_79a217878b99d,27500.0,232
jd_79c73a51e07f0,3750.0,222
jd_7a0883e82a133,8750.0,239
jd_7a78d27bd1ac9,8125.0,104
jd_7a9d7fca2110f,3750.0,250
jd_7ab920cf58c7c,37500.0,40
jd_7ac0819f37cb2,10500.0,28
jd_7ad919654dad3,25000.0,33
jd_7b0328fbd223e,7500.0,98
jd_7b0e93ac88244,11250.0,242
jd_7b11728bada37,17500.0,34
jd_7b16f921bc056,2250.0,314
jd_7b6dcc7df5c8d,11250.0,213
jd_7b8fb2ba08ec4,6250.0,241
jd_7b94b4f1dcc41,2535.0,102
jd_7babff87144aa,12723.75,200
jd_7bacf7ae60c1d,25000.0,119
jd_7bc7d0d09b552,25000.0,212
jd_7bd66104f5dcd,8250.0,240
jd_7be4ab2de2e65,57500.0,37
jd_7c296ea48a02f,36250.0,210
jd_7c2c7fd0d5164,16875.0,222
jd_7c673d79fe724,6250.0,237
jd_7cb4c4bedb1e6,14500.0,262
jd_7cb6c7a9dd5bc,12500.0,170
jd_7cf7101a7a9f9,28750.0,165
jd_7d1b6b903bada,18750.0,210
jd_7d3342c57cd25,6125.0,243
jd_7d7de0ea14f1a,7500.0,238
jd_7dcee1dd38c76,11375.0,36
jd_7de5dfe89c78c,6250.0,138
jd_7e6524401f680,10000.0,313
jd_7e7dc69b4102d,16250.0,119
jd_7eb9c414007fb,17875.0,40
jd_7ebc2d67e4858,8750.0,239
jd_7efa8f63fc663,5000.0,245
jd_7f30facc5b383,21250.0,222
jd_7f36ecc31a534,18750.0,28
jd_7f7199692ae11,12983.75,95
jd_7f85c714408f7,6250.0,234
jd_7f9272a434126,18750.0,41
jd_AopCgrhegNaM,14030.0,203
jd_aNBDLgjPNFkG,8750.0,227
jd_bknfhaQGirnU,6250.0,238
jd_qvhSdWUhqJfS,6250.0,256
jiajiahuak_m,22500.0,34
jjasonn,26250.0,212
jonywenvon,15125.0,36
jsygqzy,43750.0,40
justyou观望,21750.0,31
kingk30,12500.0,34
kongliyu2539869739,36250.0,232
licheng344705974,10000.0,119
lijiajie0921,71250.0,247
lijing5188,58750.0,212
liuchang1526,25000.0,56
liuhao250095,11250.0,239
liujinhui08,5500.0,261
lovely蘑菇云,11250.0,28
lujunql,16875.0,283
luojun33442,3882.5,72
lzq13886729552,21250.0,29
maersk002,37500.0,28
magicwoo0513,2500.0,243
mice227,11000.0,126
miemie205_m,60000.0,119
mmb4520,16250.0,120
nillingxp_m,21250.0,35
phpop,43750.0,28
q13842446543,11250.0,36
q7894552,21250.0,65
qq510194052,20000.0,210
reffkfk,7500.0,30
rockhongjie,12500.0,57
rongdo,62500.0,192
s2128693821538257,37500.0,34
sh197924,6125.0,218
snakewh,12500.0,36
suhaojika,9381.25,82
sunlina120_m,9625.0,244
sxdllzx,6875.0,252
tddanj,17500.0,117
tiandulibo,45000.0,65
tjhorizon88,53750.0,119
tommychow1993,13750.0,30
tongelong,6547.5,83
tsc1145,25000.0,101
twincenter,30000.0,32
u_54c887639cef2,62500.0,33
wdAVhnJhJZjXFw,11250.0,96
wdBKNeBCitRObI,12000.0,109
wdBKrChVrqcYXG,10000.0,56
wdBpglPkGYGsBr,2500.0,159
wdCTBXdhfHGgLG,8750.0,56
wdDJwhmscAGmQh,37500.0,29
wdFTOOwPuCLBZK,6250.0,254
wdHbrdibLQsBVY,6250.0,322
wdHplkhimlDfWz,12500.0,38
wdJAYFlXHoiciD,21250.0,101
wdJVukHCLBmZEm,5000.0,350
wdLkTahzXxpNZB,8750.0,314
wdNCpHyQdSbYIj,82500.0,34
wdNFOhKYAWKcDk,9125.0,123
wdNHQXVKtDJCasC,6125.0,237
wdNMqwJCDvYXEsK,17500.0,212
wdNNAMXbXtiLhHs,10000.0,118
wdNSEbuOAVVYSlW,6250.0,56
wdNWkmcgtEItfWR,5250.0,88
wdNYpNXuDUxEYUv,15000.0,225
wdNYsGpcBxOPjqn,9625.0,237
wdNcnUEKdxrjUYL,13875.0,385
wdNjnReVeWyWRa,6000.0,130
wdNqhERkNHWDydE,27500.0,39
wdNypOQuTFTcOpr,5092.5,86
wdOJfHvpfjSHBv,11250.0,227
wdOmuAIaWkxMCT,16250.0,208
wdQMZLIptnNafH,25000.0,34
wdQfXUPJDJADkB,6875.0,96
wdYMMHkthcmnBB,5000.0,254
wdZOiuPzeJRoNI,6125.0,238
wdZuyMQhsnwYNs,8750.0,258
wdgKJMMOFaTFmw,13750.0,56
wdhwUdiiMVlGdF,18250.0,210
wdlWYMxQhVnNik,18750.0,29
wdnHlLHBkYhOpO,17500.0,33
wdrnmkvZkowKdn,10125.0,93
wdrujENrbUabBx,6250.0,56
wdryfBhDvBhNWF,26000.0,238
wduEKgOsVHVbOi,8843.75,76
wdzFEDctsCilYV,22500.0,200
wdzRILISGAflLw,4083.75,82
wdzUeGlveDLfVN,13875.0,373
wei421101308,36000.0,207
weilinjohn,10000.0,38
wenwjh,65000.0,210
wky504236956,55000.0,119
wtuhui980538,23750.0,119
wubaisheng,15125.0,164
wujindanny_m,20850.0,88
wuxuedi0123,58750.0,120
xay1989,8750.0,38
xhkj0011_m,58750.0,118
xiefei443114808,26250.0,118
ximbabwe,21250.0,224
xyyonghen,18750.0,35
y81999507,53750.0,118
yb218yb,21250.0,159
yc549504750,2250.0,70
yezishun敬业店家,3012.5,98
ylhcjy,10125.0,212
yqingzhi1104,43750.0,235
yyy5402223,23750.0,207
z13018215558,13750.0,223
zhanbiran,16875.0,243
zhangyuan1991945,13750.0,32
zhao7077,7500.0,241
zhengxinone,11250.0,30
zhg894012532,6250.0,40
zhoumin850112,18750.0,27
zilewang_m,18750.0,28
不开花仙人球,60000.0,118
不曾变过的爱,10000.0,69
乐仔69,7500.0,177
云峰star,17500.0,117
云政1239,48750.0,119
云淡风轻ss8,51250.0,34
今夕何夕1995,10000.0,33
佳灬er,26250.0,225
依依4618,7500.0,36
凭栏听风,13750.0,221
刘海涛爱刘星星,16000.0,33
北海梦中人,26250.0,31
占兰俊231,2500.0,161
可可卡西,38875.0,97
名叫迈迈的小狗,26000.0,241
墨已成猫,15375.0,215
天天好心情191,12875.0,262
天慕泪,26250.0,32
妞妞1970,3750.0,40
姚昌松,40000.0,35
孔繁锦i,2500.0,238
宝贝维妮1987,33750.0,119
宝贝计划进行中,3750.0,98
小阳爱笑的酒窝6,6125.0,238
小馒头的世界,10000.0,237
崔成860,18750.0,120
布丁YY,13750.0,36
张岳磊,7000.0,255
徐文龙xwl,65000.0,35
忐忑猫,62500.0,120
戴中862060,21250.0,35
掩盖一城风情,6125.0,242
时代JD,4375.0,242
昌骐,18750.0,56
李佰丹,12500.0,208
李文超haha,15250.0,208
李陶银,13750.0,208
杨林冬,110000.0,120
水凌儿12,11250.0,118
汤捷明,7500.0,223
淼森自动化,8750.0,28
激苦er,15000.0,224
灼凉,27500.0,41
王先生901122,41250.0,28
琪琪910515,14125.0,241
绊晓小南,6250.0,39
诸多空白,6125.0,239
金曦恒,8750.0,238
金泰贸易,12500.0,186
钱钱志永,10000.0,33
铜碗豆0101,33750.0,119
陈咏怡,13118.75,89
隋婉婷-,9375.0,96
随志建,45000.0,34
雙子座丶月,17500.0,31
雨中漫步-77,30500.0,212
雨山1982,30000.0,119
项宏博,47500.0,119
飓风86,31250.0,232
马友古,5000.0,246
骑驴叼香烟,8750.0,34
鲁迅的小飞机,9750.0,238
18742423800_p,16250.0,249
hzx348816707,22500.0,119
jd_48626223e11ba,3125.0,238
jd_4d73aef181351,17500.0,118
jd_4dc499c2d4142,7722.5,75
jd_4f369476f2e49,18750.0,210
jd_510e64d9bab4d,13375.0,347
jd_63d3c6cdc3ca1,25000.0,33
jd_72f75b8b3a1e0,12500.0,33
jd_781687d3f6494,23125.0,294
jd_7bfbf1efc1fb4,6250.0,239
jd_7c37eee5aa15c,17500.0,39
lvbank090681,58750.0,29
mmy251950386,36250.0,118
qq184430695,23250.0,210
vistadream,16250.0,28
wdOHrnrilGohxY,13000.0,32
姚锦芳ff,8750.0,33
山姆大哥639,20000.0,38
霍比特巨人丶,8750.0,237
13072302956_p,43750.0,40
